"x","cent3","cent10","cent25","cent50","cent75","cent90","cent97"
12,3.10713656505405,4.20662484030175,5.16156693002855,6.11852929922883,7.04309370857826,7.90633140159654,8.84297964908281
13,3.60230444802567,4.68078775854875,5.62709217666831,6.58854637714379,7.52960283249966,8.41797805517821,9.39139259763007
14,4.13233668559101,5.18973142419508,6.12966402215869,7.09737894124457,8.05609156410356,8.97054735509468,9.98196337122316
15,4.68693522197433,5.73077554330873,6.67089430106181,7.65056183559818,8.63186916150579,9.57690480195758,10.6314607769743
16,5.25501728151802,6.29722488545123,7.24726025025163,8.24804954111385,9.26063304798673,10.2445557863674,11.3518350049162
17,5.82059785760602,6.87381916255504,7.84445707492655,8.87711884532455,9.93178314971329,10.9653780258334,12.1381733147359
18,6.37488743348504,7.45052384258147,8.45194561823114,9.52736516541525,10.6356627899286,11.7309681914795,12.984062849837
19,6.91017812130233,8.01702270847112,9.05759295047387,10.1853064584713,11.3579853839167,12.5267893746256,13.8753245502151
20,7.41248039052005,8.55526296300586,9.63997573757367,10.8263337497162,12.0713315621175,13.3231369080177,14.780282440185
21,7.85011035529178,9.02829485686254,10.1574703453277,11.4040804272934,12.7247987121958,14.0650465011038,15.6399425264825
22,8.20300004613415,9.41181877177694,10.5818228641902,11.8860992752252,13.2817746871645,14.7120667938809,16.4099722992083
23,8.48001044222544,9.71302128177648,10.9184225701669,12.2756763848815,13.743315346098,15.2631457886373,17.0872647658388
24,8.70105190999474,9.95218099338863,11.1876299023208,12.5930429931952,14.1294027229777,15.7380761199147,17.6917522321728
25,8.89712959746301,10.162505097365,11.4245051371186,12.8750756180891,14.4787014665524,16.1773851713183,18.2665435357434
26,9.10296216915157,10.381928553201,11.6699166334889,13.1657445627244,14.8384176348067,16.6317018454224,18.8668474322655
27,9.32974663937324,10.6232232209835,11.9381702203848,13.4810922614389,15.2265785103529,17.1214262152834,19.5167676037123
28,9.58234906655506,10.8925899162949,12.2369081219542,13.8305656395021,15.6549083971705,17.6612394001241,20.2358949134128
29,9.86774145429668,11.1981466293167,12.5755147717984,14.2251877924338,16.1365990715799,18.2673266044349,21.0457674606815
30,10.199069823814,11.5524664814904,12.9657129730325,14.6753740602478,16.6803201401763,18.9464564792388,21.9515419337011
31,10.5810549295932,11.9568153471157,13.4045029232713,15.172093795015,17.268888156636,19.6711575845408,22.9112360699511
32,11.0061684182445,12.3983993526816,13.8726297962797,15.6868482787563,17.8608892664573,20.3827635179986,23.8394132834047
33,11.45874122342,12.858038312584,14.3465845568963,16.1897136783282,18.4168656305927,21.0280067946913,24.659055757886
34,11.9138953396713,13.3089920880069,14.7975272348926,16.648786239918,18.9001029680963,21.5624571036747,25.3105459889869
35,12.3405899063929,13.7200070115449,15.1943484191347,17.0333973948925,19.2804180634329,21.9557884490801,25.7608830150832
36,12.7107835632188,14.0647402885052,15.513223093586,17.3236839608257,19.5436806396412,22.2014173517266,26.014415233083
37,13.0218105969571,14.3448203217443,15.7610844760158,17.5341424126437,19.7148791126608,22.3383066439112,26.1320406772262
38,13.2968841386549,14.5885605923639,15.9721528952589,17.7070172900127,19.8470229455956,22.43358494589,26.203189758705
39,13.5728709551351,14.8360166376281,16.1898502418766,17.8898979369911,19.9927688422426,22.5459072286019,26.2949095154418
40,13.8586297185247,15.0966135696164,16.4242455824993,18.0937373855927,20.1642946736618,22.6891267063994,26.4238022273599
41,14.1451282632403,15.3603919477045,16.6644423698772,18.306565998951,20.3484822891154,22.8490028758047,26.5744753355354
